Rating,365,730,1095,1460,1825,2190,2555,2920,3285,3650
AAA,2.304346549862867e-05,2.8627664045439477e-05,3.631593094980818e-05,4.582454461722369e-05,5.702246046664597e-05,6.986657463833308e-05,8.436554009489849e-05,0.00010055848305544049,0.00011850182662148808,0.0001382607393574138
AA+,5.164893378319969e-05,6.726886201904678e-05,8.797303165347584e-05,0.00011232876709686678,0.00013972992360765352,0.00016997679169931265,0.00020306150011033513,0.00023905709977477935,0.00027806017103618164,0.0003201616440728315
AA,9.718882268066473e-05,0.00018206806684467893,0.00024294260307141164,0.00029173622259844034,0.0003351296399649466,0.0003769789539658669,0.0004195615378149114,0.00046423927518777873,0.0005118241250606021,0.0005627867847509376
AA-,0.00013183769020634858,0.00015837062981525926,0.00019492017705546654,0.00023983406901986284,0.0002919570508042449,0.00035046455576142905,0.00041474780068005587,0.0004843366059326801,0.0005588484427605234,0.0006379552359095497
A+,0.00019823864798248068,0.00028621256102880814,0.0003791160802194757,0.000475739846294841,0.0005756142291822381,0.0006785636643995797,0.0007845143306115836,0.0008934124470768059,0.0010051910108125753,0.0011197578121928914
A,0.00037727615970115227,0.0004951118681995275,0.0006162935655223752,0.0007403346675807241,0.0008677215157989074,0.000999031222766516,0.0011346460602432227,0.0012747012298055453,0.0014191147436207962,0.0015676386509729536
A-,0.0005165473876338565,0.0006540166917272186,0.0007964541278413402,0.0009467081129903033,0.00110558072688189,0.0012729058761901855,0.0014480530302671162,0.0016301704827873678,0.001818308718286763,0.002011487113181351
BBB+,0.0011238783147040075,0.0012928787480429148,0.0014804591444757002,0.001684503145945789,0.0019026989850316853,0.0021327222519652166,0.0023723286408101054,0.002619402688957633,0.0028719835701577503,0.003128277850462907
BBB,0.001594578665078031,0.001901612720935932,0.0022320617624661167,0.002576971701185028,0.002931022747531463,0.003290500181194978,0.003652457167352797,0.004014384013035291,0.004374086077329066,0.004729642329264498
BBB-,0.002167432185044009,0.0027579448649844383,0.0033512464417232404,0.0039449073002125875,0.004535465562471683,0.005119063076110062,0.005691905766488787,0.006250551569796819,0.006792064047366056,0.007314072153941137
BB+,0.005490878318759569,0.006546058909724935,0.0075282086046669075,0.008459175102846307,0.009346832375312579,0.010192745142412812,0.01099597201675503,0.011754922115271743,0.012468217115788932,0.0131350432194032
BB,0.005665387041420617,0.00762800586104445,0.009413847175021388,0.011055286448652507,0.012567927276518587,0.013960073035615174,0.015237192470992363,0.016403955114122553,0.017465083000404544,0.01842563406027737
BB-,0.01744561567176299,0.018698219520395014,0.020174185020781592,0.021727049327212374,0.023266287705728552,0.024737188559175134,0.026108202625291614,0.027362828931503304,0.028494325742282643,0.029502220798659322
B+,0.019689278940347263,0.023382263334541204,0.026569580688357908,0.029370449906667213,0.03183867210546435,0.03400515244908953,0.035893763195989636,0.03752666913240624,0.03892567857356126,0.040112241596539984
B,0.03446315589753899,0.03988141584991967,0.044667586499002813,0.04873345190223076,0.05210430925200513,0.0548478056999877,0.05704303509656344,0.05876740625864177,0.0600914668088525,0.06107730579155614
B-,0.04828991536473231,0.059550098411057024,0.06822919839926914,0.0747508488480795,0.07954420183813235,0.08297658408857755,0.08534509608288207,0.08688478102284092,0.08777998152382477,0.08817485862021406
CCC,0.2017103448214183,0.20762528361628002,0.20812331027248968,0.20550074105373742,0.20110177255488404,0.195744543702463,0.18993431591374516,0.18398266962119755,0.17807894392929557,0.17233475081283794
CC,0.5958423259881599,0.5336386286090276,0.47567789527710524,0.4256398493319931,0.3842042025195591,0.3503511722440655,0.322583749049754,0.2995241755022314,0.28008206589327567,0.2634430615871819
C,0.8453734545777557,0.7964359024723825,0.7350681984647136,0.667379045290407,0.6014517311348297,0.5427682198157467,0.4930113014418716,0.45154673905587156,0.4169643695184886,0.38785248513891774
